Date,Open,High,Low,Close,Adj Close,Volume
2015-09-24,113.250000,115.500000,112.370003,115.000000,108.614059,50219500
2015-09-25,116.440002,116.690002,114.019997,114.709999,108.340164,56151900
2015-09-28,113.849998,114.570000,112.440002,112.440002,106.196205,52109000
2015-09-29,112.830002,113.510002,107.860001,109.059998,103.003914,73365400
2015-09-30,110.169998,111.540001,108.730003,110.300003,104.175049,66473000
2015-10-01,109.070000,109.620003,107.309998,109.580002,103.495033,63929100
2015-10-02,108.010002,111.010002,107.550003,110.379997,104.250610,58019800
2015-10-05,109.879997,111.370003,109.070000,110.779999,104.628387,52064700
2015-10-06,110.629997,111.739998,109.769997,111.309998,105.128960,48196800
2015-10-07,111.739998,111.769997,109.410004,110.779999,104.628387,46765600
2015-10-08,110.190002,110.190002,108.209999,109.500000,103.419472,61979600
2015-10-09,110.000000,112.279999,109.489998,112.120003,105.893997,52766100
2015-10-12,112.730003,112.750000,111.440002,111.599998,105.402870,30467200
2015-10-13,110.820000,112.449997,110.680000,111.790001,105.582298,33049300
2015-10-14,111.290001,111.519997,109.559998,110.209999,104.090050,44462400
2015-10-15,110.930000,112.099998,110.489998,111.860001,105.648422,37673500
2015-10-16,111.779999,112.000000,110.529999,111.040001,104.873962,39232600
2015-10-19,110.800003,111.750000,110.110001,111.730003,105.525650,29759200
2015-10-20,111.339996,114.169998,110.820000,113.769997,107.452370,48778800
2015-10-21,114.000000,115.580002,113.699997,113.760002,107.442924,41795200
2015-10-22,114.330002,115.500000,114.099998,115.500000,109.086311,41654100
2015-10-23,116.699997,119.230003,116.330002,119.080002,112.467506,59366900
2015-10-26,118.080002,118.129997,114.919998,115.279999,108.878517,66333800
2015-10-27,115.400002,116.540001,113.989998,114.550003,108.189064,69884400
2015-10-28,116.930000,119.300003,116.059998,119.269997,112.646927,85551400
2015-10-29,118.699997,120.690002,118.269997,120.529999,113.836990,51227300
2015-10-30,120.989998,121.220001,119.449997,119.500000,112.864182,49365300
2015-11-02,120.800003,121.360001,119.610001,121.180000,114.450897,32203300
2015-11-03,120.790001,123.489998,120.699997,122.570000,115.763702,45519000
2015-11-04,123.129997,123.820000,121.620003,122.000000,115.225357,44886100
2015-11-05,121.849998,122.690002,120.180000,120.919998,114.694176,39552700
2015-11-06,121.110001,121.809998,120.620003,121.059998,114.826981,33042300
2015-11-09,120.959999,121.809998,120.050003,120.570000,114.362213,33871400
2015-11-10,116.900002,118.070000,116.059998,116.769997,110.757858,59127900
2015-11-11,116.370003,117.419998,115.209999,116.110001,110.131828,45218000
2015-11-12,116.260002,116.820000,115.650002,115.720001,109.761932,32525600
2015-11-13,115.199997,115.570000,112.269997,112.339996,106.555931,45812400
2015-11-16,111.379997,114.239998,111.000000,114.180000,108.301201,38106700
2015-11-17,114.919998,115.050003,113.320000,113.690002,107.836441,27616900
2015-11-18,115.760002,117.489998,115.500000,117.290001,111.251076,46674700
2015-11-19,117.639999,119.750000,116.760002,118.779999,112.664360,43295800
2015-11-20,119.199997,119.919998,118.849998,119.300003,113.157593,34287100
2015-11-23,119.269997,119.730003,117.339996,117.750000,111.687393,32482500
2015-11-24,117.330002,119.349998,117.120003,118.879997,112.759216,42803200
2015-11-25,119.209999,119.230003,117.919998,118.029999,111.952995,21388300
2015-11-27,118.290001,118.410004,117.599998,117.809998,111.744308,13046400
2015-11-30,117.989998,119.410004,117.750000,118.300003,112.209084,39180300
2015-12-01,118.750000,118.809998,116.860001,117.339996,111.298500,34852400
2015-12-02,117.339996,118.110001,116.080002,116.279999,110.293083,33386600
2015-12-03,116.550003,116.790001,114.220001,115.199997,109.268692,41569500
2015-12-04,115.290001,119.250000,115.110001,119.029999,112.901489,57777000
2015-12-07,118.980003,119.860001,117.809998,118.279999,112.190102,32084200
2015-12-08,117.519997,118.599998,116.860001,118.230003,112.142685,34309500
2015-12-09,117.639999,117.690002,115.080002,115.620003,109.667061,46361400
2015-12-10,116.040001,116.940002,115.510002,116.169998,110.188744,29104200
2015-12-11,115.190002,115.389999,112.849998,113.180000,107.352707,46886200
2015-12-14,112.180000,112.680000,109.790001,112.480003,106.688728,64318700
2015-12-15,111.940002,112.800003,110.349998,110.489998,104.801193,53323100
2015-12-16,111.070000,111.989998,108.800003,111.339996,105.607422,56238500
2015-12-17,112.019997,112.250000,108.980003,108.980003,103.368935,44772800
2015-12-18,108.910004,109.519997,105.809998,106.029999,100.570824,96453300
2015-12-21,107.279999,107.370003,105.570000,107.330002,101.803886,47590600
2015-12-22,107.400002,107.720001,106.449997,107.230003,101.709038,32789400
2015-12-23,107.269997,108.849998,107.199997,108.610001,103.018005,32657400
2015-12-24,109.000000,109.000000,107.949997,108.029999,102.467850,13570400
2015-12-28,107.589996,107.690002,106.180000,106.820000,101.320145,26704200
2015-12-29,106.959999,109.430000,106.860001,108.739998,103.141289,30931200
2015-12-30,108.580002,108.699997,107.180000,107.320000,101.794418,25213800
2015-12-31,107.010002,107.029999,104.820000,105.260002,99.840477,40635300
2016-01-04,102.610001,105.370003,102.000000,105.349998,99.925850,67649400
2016-01-05,105.750000,105.849998,102.410004,102.709999,97.421768,55791000
2016-01-06,100.559998,102.370003,99.870003,100.699997,95.515244,68457400
2016-01-07,98.680000,100.129997,96.430000,96.449997,91.484085,81094400
2016-01-08,98.550003,99.110001,96.760002,96.959999,91.967812,70798000
2016-01-11,98.970001,99.059998,97.339996,98.529999,93.456978,49739400
2016-01-12,100.550003,100.690002,98.839996,99.959999,94.813347,49154200
2016-01-13,100.320000,101.190002,97.300003,97.389999,92.375687,62439600
2016-01-14,97.959999,100.480003,95.739998,99.519997,94.396004,63170100
2016-01-15,96.199997,97.709999,95.360001,97.129997,92.129074,79010000
2016-01-19,98.410004,98.650002,95.500000,96.660004,91.683258,53087700
2016-01-20,95.099998,98.190002,93.419998,96.790001,91.806580,72334400
2016-01-21,97.059998,97.879997,94.940002,96.300003,91.341797,52161500
2016-01-22,98.629997,101.459999,98.370003,101.419998,96.198181,65800500
2016-01-25,101.519997,101.529999,99.209999,99.440002,94.320129,51794500
2016-01-26,99.930000,100.879997,98.070000,99.989998,94.841805,75077000
2016-01-27,96.040001,96.629997,93.339996,93.419998,88.610069,133369700
2016-01-28,93.790001,94.519997,92.389999,94.089996,89.245575,55678800
2016-01-29,94.790001,97.339996,94.349998,97.339996,92.328247,64416500
2016-02-01,96.470001,96.709999,95.400002,96.430000,91.465096,40943500
2016-02-02,95.419998,96.040001,94.279999,94.480003,89.615509,37357200
2016-02-03,95.000000,96.839996,94.080002,96.349998,91.389221,45964300
2016-02-04,95.860001,97.330002,95.190002,96.599998,92.123528,46471700
2016-02-05,96.519997,96.919998,93.690002,94.019997,89.663086,46418100
2016-02-08,93.129997,95.699997,93.040001,95.010002,90.607224,54021400
2016-02-09,94.290001,95.940002,93.930000,94.989998,90.588150,44331200
2016-02-10,95.919998,96.349998,94.099998,94.269997,89.901520,42343600
2016-02-11,93.790001,94.720001,92.589996,93.699997,89.357918,50074700
2016-02-12,94.190002,94.500000,93.010002,93.989998,89.634491,40351400
2016-02-16,95.019997,96.849998,94.610001,96.639999,92.161667,49057900
2016-02-17,96.669998,98.209999,96.150002,98.120003,93.573105,44863200
2016-02-18,98.839996,98.889999,96.089996,96.260002,91.799301,39021000
2016-02-19,96.000000,96.760002,95.800003,96.040001,91.589478,35374200
2016-02-22,96.309998,96.900002,95.919998,96.879997,92.390556,34280800
2016-02-23,96.400002,96.500000,94.550003,94.690002,90.302055,31942600
2016-02-24,93.980003,96.379997,93.320000,96.099998,91.646713,36255700
2016-02-25,96.050003,96.760002,95.250000,96.760002,92.276115,27582700
2016-02-26,97.199997,98.019997,96.580002,96.910004,92.419174,28991100
2016-02-29,96.860001,98.230003,96.650002,96.690002,92.209389,35216300
2016-03-01,97.650002,100.769997,97.419998,100.529999,95.871414,50407100
2016-03-02,100.510002,100.889999,99.639999,100.750000,96.081238,33169600
2016-03-03,100.580002,101.709999,100.449997,101.500000,96.796463,36955700
2016-03-04,102.370003,103.750000,101.370003,103.010002,98.236504,46055100
2016-03-07,102.389999,102.830002,100.959999,101.870003,97.149330,35828900
2016-03-08,100.779999,101.760002,100.400002,101.029999,96.348251,31561900
2016-03-09,101.309998,101.580002,100.269997,101.120003,96.434074,27201700
2016-03-10,101.410004,102.239998,100.150002,101.169998,96.481743,33513600
2016-03-11,102.239998,102.279999,101.500000,102.260002,97.521263,27408200
2016-03-14,101.910004,102.910004,101.779999,102.519997,97.769196,25076100
2016-03-15,103.959999,105.180000,103.849998,104.580002,99.733742,40067700
2016-03-16,104.610001,106.309998,104.589996,105.970001,101.059334,38303500
2016-03-17,105.519997,106.470001,104.959999,105.800003,100.897209,34420700
2016-03-18,106.339996,106.500000,105.190002,105.919998,101.011650,44205200
2016-03-21,105.930000,107.650002,105.139999,105.910004,101.002113,35502700
2016-03-22,105.250000,107.290001,105.209999,106.720001,101.774574,32444400
2016-03-23,106.480003,107.070000,105.900002,106.129997,101.211914,25703500
2016-03-24,105.470001,106.250000,104.889999,105.669998,100.773232,26133000
2016-03-28,106.000000,106.190002,105.059998,105.190002,100.315475,19411400
2016-03-29,104.889999,107.790001,104.879997,107.680000,102.690094,31190100
2016-03-30,108.650002,110.419998,108.599998,109.559998,104.482964,45601100
2016-03-31,109.720001,109.900002,108.879997,108.989998,103.939392,25888400
2016-04-01,108.779999,110.000000,108.199997,109.989998,104.893044,25874000
2016-04-04,110.419998,112.190002,110.269997,111.120003,105.970680,37356200
2016-04-05,109.510002,110.730003,109.419998,109.809998,104.721375,26578700
2016-04-06,110.230003,110.980003,109.199997,110.959999,105.818092,26404100
2016-04-07,109.949997,110.419998,108.120003,108.540001,103.510231,31801900
2016-04-08,108.910004,109.769997,108.169998,108.660004,103.624672,23581700
2016-04-11,108.970001,110.610001,108.830002,109.019997,103.967987,29407500
2016-04-12,109.339996,110.500000,108.660004,110.440002,105.322182,27232300
2016-04-13,110.800003,112.339996,110.800003,112.040001,106.848053,33257300
2016-04-14,111.620003,112.389999,111.330002,112.099998,106.905258,25473900
2016-04-15,112.110001,112.300003,109.730003,109.849998,104.759529,46939000
2016-04-18,108.889999,108.949997,106.940002,107.480003,102.499367,60834000
2016-04-19,107.879997,108.000000,106.230003,106.910004,101.955765,32384900
2016-04-20,106.639999,108.089996,106.059998,107.129997,102.165581,30611000
2016-04-21,106.930000,106.930000,105.519997,105.970001,101.059334,31552500
2016-04-22,105.010002,106.480003,104.620003,105.680000,100.782768,33683100
2016-04-25,105.000000,105.650002,104.510002,105.080002,100.210571,28031600
2016-04-26,103.910004,105.300003,103.910004,104.349998,99.514389,56016200
2016-04-27,96.000000,98.709999,95.680000,97.820000,93.287018,114602100
2016-04-28,97.610001,97.879997,94.250000,94.830002,90.435562,82242700
2016-04-29,93.989998,94.720001,92.510002,93.739998,89.396065,68531500
2016-05-02,93.970001,94.080002,92.400002,93.639999,89.300697,48160100
2016-05-03,94.199997,95.739998,93.680000,95.180000,90.769348,56831300
2016-05-04,95.199997,95.900002,93.820000,94.190002,89.825218,41025500
2016-05-05,94.000000,94.070000,92.680000,93.239998,89.460617,35890500
2016-05-06,93.370003,93.449997,91.849998,92.720001,88.961693,43458200
2016-05-09,93.000000,93.769997,92.589996,92.790001,89.028854,32936400
2016-05-10,93.330002,93.570000,92.110001,93.419998,89.633316,33686800
2016-05-11,93.480003,93.570000,92.459999,92.510002,88.760208,28719100
2016-05-12,92.720001,92.779999,89.470001,90.339996,86.678162,76314700
2016-05-13,90.000000,91.669998,90.000000,90.519997,86.850861,44392800
2016-05-16,92.389999,94.389999,91.650002,93.879997,90.074677,61259800
2016-05-17,94.550003,94.699997,93.010002,93.489998,89.700478,46916900
2016-05-18,94.160004,95.209999,93.889999,94.559998,90.727135,42062400
2016-05-19,94.639999,94.639999,93.570000,94.199997,90.381699,30442100
2016-05-20,94.639999,95.430000,94.519997,95.220001,91.360359,32026000
2016-05-23,95.870003,97.190002,95.669998,96.430000,92.521317,38018600
2016-05-24,97.220001,98.089996,96.839996,97.900002,93.931740,35140200
2016-05-25,98.669998,99.739998,98.110001,99.620003,95.582016,38168800
2016-05-26,99.680000,100.730003,98.639999,100.410004,96.339989,56331200
2016-05-27,99.440002,100.470001,99.250000,100.349998,96.282417,36229500
2016-05-31,99.599998,100.400002,98.820000,99.860001,95.812286,42307200
2016-06-01,99.019997,99.540001,98.330002,98.459999,94.469025,29173300
2016-06-02,97.599998,97.839996,96.629997,97.720001,93.759041,40191600
2016-06-03,97.790001,98.269997,97.449997,97.919998,93.950920,28062900
2016-06-06,97.989998,101.889999,97.550003,98.629997,94.632133,23292500
2016-06-07,99.250000,99.870003,98.959999,99.029999,95.015930,22409500
2016-06-08,99.019997,99.559998,98.680000,98.940002,94.929588,20848100
2016-06-09,98.500000,99.989998,98.459999,99.650002,95.610802,26601400
2016-06-10,98.529999,99.349998,98.480003,98.830002,94.824051,31712900
2016-06-13,98.690002,99.120003,97.099998,97.339996,93.394432,38020500
2016-06-14,97.320000,98.480003,96.750000,97.459999,93.509560,31931900
2016-06-15,97.820000,98.410004,97.029999,97.139999,93.202545,29445200
2016-06-16,96.449997,97.750000,96.070000,97.550003,93.595924,31326800
2016-06-17,96.620003,96.650002,95.300003,95.330002,91.465912,61008200
2016-06-20,96.000000,96.570000,95.029999,95.099998,91.245224,34411900
2016-06-21,94.940002,96.349998,94.680000,95.910004,92.022400,35546400
2016-06-22,96.250000,96.889999,95.349998,95.550003,91.676987,29219100
2016-06-23,95.940002,96.290001,95.250000,96.099998,92.204697,32240200
2016-06-24,92.910004,94.660004,92.650002,93.400002,89.614136,75311400
2016-06-27,93.000000,93.050003,91.500000,92.040001,88.309250,45489600
2016-06-28,92.900002,93.660004,92.139999,93.589996,89.796425,40444900
2016-06-29,93.970001,94.550003,93.629997,94.400002,90.573608,36531000
2016-06-30,94.440002,95.769997,94.300003,95.599998,91.724960,35836400
2016-07-01,95.489998,96.470001,95.330002,95.889999,92.003212,26026500
2016-07-05,95.389999,95.400002,94.459999,94.989998,91.139679,27705200
2016-07-06,94.599998,95.660004,94.370003,95.529999,91.657799,30949100
2016-07-07,95.699997,96.500000,95.620003,95.940002,92.051186,25139600
2016-07-08,96.489998,96.889999,96.050003,96.680000,92.761185,28912100
2016-07-11,96.750000,97.650002,96.730003,96.980003,93.049026,23794900
2016-07-12,97.169998,97.699997,97.120003,97.419998,93.471191,24167500
2016-07-13,97.410004,97.669998,96.839996,96.870003,92.943474,25892200
2016-07-14,97.389999,98.989998,97.320000,98.790001,94.785660,38919000
2016-07-15,98.919998,99.300003,98.500000,98.779999,94.776062,30137000
2016-07-18,98.699997,100.129997,98.599998,99.830002,95.783508,36493900
2016-07-19,99.559998,100.000000,99.339996,99.870003,95.821877,23779900
2016-07-20,100.000000,100.459999,99.739998,99.959999,95.908234,26276000
2016-07-21,99.830002,101.000000,99.129997,99.430000,95.399712,32702000
2016-07-22,99.260002,99.300003,98.309998,98.660004,94.660934,28313700
2016-07-25,98.250000,98.839996,96.919998,97.339996,93.394432,40382900
2016-07-26,96.820000,97.970001,96.419998,96.669998,92.751587,56239800
2016-07-27,104.269997,104.349998,102.750000,102.949997,98.777039,92344800
2016-07-28,102.830002,104.449997,102.820000,104.339996,100.110680,39869800
2016-07-29,104.190002,104.550003,103.680000,104.209999,99.985970,27733700
2016-08-01,104.410004,106.150002,104.410004,106.050003,101.751366,38167900
2016-08-02,106.050003,106.070000,104.000000,104.480003,100.245026,33816600
2016-08-03,104.809998,105.839996,104.769997,105.790001,101.501923,30202600
2016-08-04,105.580002,106.000000,105.279999,105.870003,102.128960,27408700
2016-08-05,106.269997,107.650002,106.180000,107.480003,103.682068,40553400
2016-08-08,107.519997,108.370003,107.160004,108.370003,104.540619,28037200
2016-08-09,108.230003,108.940002,108.010002,108.809998,104.965057,26315200
2016-08-10,108.709999,108.900002,107.760002,108.000000,104.183685,24008500
2016-08-11,108.519997,108.930000,107.849998,107.930000,104.116165,27484500
2016-08-12,107.779999,108.440002,107.779999,108.180000,104.357323,18660400
2016-08-15,108.139999,109.540001,108.080002,109.480003,105.611389,25868200
2016-08-16,109.629997,110.230003,109.209999,109.379997,105.514908,33794400
2016-08-17,109.099998,109.370003,108.339996,109.220001,105.360565,25356000
2016-08-18,109.230003,109.599998,109.019997,109.080002,105.225525,21984700
